time,channel,unit,temperature,humidity
08:15,main,main,19.0,43
08:15,1,1,19.1,50
08:15,2,2,19.0,45
08:15,3,3,18.8,49
17:53,main,main,32.6,37
17:53,1,1,32.4,42
17:53,2,2,32.5,42
17:53,3,3,32.2,43
